Sentence #,Word,Tag
627,.,O
628,.,O
629,.,O
630,.,O
631,.,O
632,.,O
633,.,O
634,.,O
635,.,O
636,.Analysis,O
637,.Create,O
638,.Every,O
639,.its,O
640,.Net,O
641,.NET,O
642,.The,O
643,.This,O
644,.user,O
645,.user,O
646,.user,O
647,.we,O
648,.we,O
649,.we,O
650,.when,O
651,.xhtml,B-SKILL
652,.xml,B-SKILL
653,.you,O
654,/,O
655,/,O
656,/,O
657,/,O
658,/,O
659,/,O
660,/,O
661,/,O
662,/,O
663,/Change,O
664,/Radiant,O
665,/RSA,O
666,/set,O
667,/v7.x,O
668,/weekly,O
669,:,O
670,:,B-SKILL
671,:,O
672,:,O
673,:,O
674,:,O
675,:,O
676,:,O
677,:,O
678,:,O
679,:,O
680,:,O
681,:,O
682,:,O
683,:,O
684,:,O
685,:,O
686,:,O
687,:,O
688,:,O
689,:,O
690,:,O
691,:,O
692,:,O
693,:,O
694,:,O
695,:,O
696,:,O
697,:,O
698,:,O
699,:,O
700,:,O
701,:,O
702,:,O
703,:,O
704,:,O
705,:,O
706,:,O
707,:,O
708,:,O
709,:,O
710,:,O
711,:,O
712,:,O
713,:,O
714,:,O
715,:,O
716,:,O
717,:,O
718,:,O
719,:,O
720,:,O
721,:,O
722,:,O
723,:,O
724,:,O
725,:,O
726,:,O
727,:,O
728,:,O
729,:,O
730,:,O
731,:,O
732,:,O
733,:,O
734,:,O
735,:,O
736,:,O
737,:,O
738,:,O
739,:,O
740,:,O
741,:,O
742,:,O
743,:,O
744,:4,O
745,:December,O
746,:Health,O
747,:Insurance,O
748,:Med,O
749,:Senior,O
750,:Senior,O
751,:WR,O
752,@,O
753,@gmail.com,O
754,[TCS,O
755,[Vikram,O
756,{Total:,O
757,|,O
758,|,O
759,},O
760,#ERROR!,O
761,#ERROR!,O
762,#ERROR!,O
763,#ERROR!,O
764,#ERROR!,O
765,#ERROR!,I-SKILL
766,#ERROR!,O
767,#ERROR!,O
768,#ERROR!,O
769,#ERROR!,O
770,#ERROR!,O
771,#ERROR!,O
772,#ERROR!,O
773,#ERROR!,O
774,#ERROR!,O
775,#ERROR!,O
776,#ERROR!,O
777,#ERROR!,O
778,#ERROR!,O
779,#ERROR!,O
780,#ERROR!,O
781,#ERROR!,O
782,#ERROR!,O
783,#ERROR!,O
784,#ERROR!,O
785,#ERROR!,O
786,#ERROR!,O
787,#ERROR!,I-ROLE
788,#ERROR!,O
789,#ERROR!,O
790,#ERROR!,O
791,#ERROR!,O
792,#ERROR!,O
793,#ERROR!,O
794,#ERROR!,O
795,#ERROR!,O
796,#ERROR!,O
797,#ERROR!,O
798,#ERROR!,O
799,#ERROR!,O
800,#ERROR!,O
801,#ERROR!,O
802,#ERROR!,O
803,#ERROR!,O
804,#ERROR!,O
805,#ERROR!,O
806,#ERROR!,O
807,#ERROR!,O
808,#ERROR!,O
809,#ERROR!,O
810,#ERROR!,O
811,#ERROR!,O
812,#ERROR!,O
813,#ERROR!,O
814,#ERROR!,O
815,#ERROR!,O
816,#ERROR!,O
817,#ERROR!,O
818,#ERROR!,O
819,#ERROR!,O
820,#ERROR!,O
821,#ERROR!,O
822,#ERROR!,O
823,#ERROR!,O
824,#ERROR!,O
825,#ERROR!,O
826,#ERROR!,O
827,#ERROR!,O
828,#ERROR!,O
829,#ERROR!,O
830,#ERROR!,O
831,#ERROR!,O
832,#ERROR!,O
833,#ERROR!,O
834,#ERROR!,O
835,#ERROR!,O
836,#ERROR!,O
837,#ERROR!,O
838,#ERROR!,O
839,#ERROR!,O
840,#ERROR!,O
841,#ERROR!,O
842,#ERROR!,I-LOC
843,#ERROR!,O
844,#ERROR!,O
845,#ERROR!,O
846,#ERROR!,O
847,#ERROR!,O
848,#ERROR!,O
849,#ERROR!,O
850,#ERROR!,O
851,#ERROR!,O
852,#ERROR!,O
853,#ERROR!,O
854,#ERROR!,I-SKILL
855,#ERROR!,O
856,#ERROR!,O
857,#ERROR!,O
858,#ERROR!,O
859,#ERROR!,O
860,#ERROR!,O
861,#ERROR!,O
862,#ERROR!,O
863,#ERROR!,O
864,#ERROR!,O
865,#ERROR!,O
866,#ERROR!,O
867,#ERROR!,O
868,#ERROR!,O
869,#ERROR!,O
870,#ERROR!,O
871,#ERROR!,O
872,#ERROR!,O
873,07827566063;,O
874,07th,O
875,10.3.5,O
876,10+,O
877,10+,O
878,10g,I-SKILL
879,10g,O
880,10g,O
881,10months,O
882,10th,O
883,10th,O
884,11g,O
885,11g,O
886,11g,I-SKILL
887,11g,I-SKILL
888,11gr1,O
889,11gR1,O
890,11th,I-LOC
891,12c,O
892,12c,O
893,12c.,O
894,12c.,O
895,12th,O
896,12th,O
897,14th,O
898,18th,O
899,2.7.7.7.7,O
900,20+,O
901,2003/2K8/2012.,O
902,2008),O
903,2013),O
904,2013),O
905,2014),O
906,2015),O
907,2016),O
908,2017),O
909,2017),O
910,2017to,O
911,2018),O
912,2018date,O
913,2019),O
914,27034:33:00,O
915,27034:33:00,O
916,3.x.,O
917,3+,O
918,30),O
919,30th,O
920,31st,O
921,5+,O
922,5+,O
923,6.1),O
924,6.x,O
925,7.1),O
926,7+,O
927,7th,O
928,9015064255|,O
929,A,O
930,A,O
931,a,O
932,a,O
933,a,O
934,a,O
935,a,O
936,a,O
937,a,O
938,a,O
939,a,O
940,a,O
941,a,O
942,a,O
943,a,O
944,a,O
945,a,O
946,a,O
947,A,O
948,a,O
949,a,O
950,a,O
951,A,O
952,a,O
953,a,O
954,a,O
955,a,O
956,a,O
957,a,O
958,a,O
959,a,O
960,A,O
961,a,O
962,a,O
963,a,O
964,a,O
965,a,O
966,a,O
967,a,O
968,a,O
969,a,O
970,a,O
971,a,O
972,a,O
973,a,O
974,a,O
975,a,O
976,a,O
977,a,O
978,a,O
979,a,O
980,a,O
981,a,O
982,a,O
983,a,O
984,a,O
985,a,O
986,a,O
987,a,O
988,a,O
989,a,O
990,a,O
991,a,O
992,a,O
993,a,O
994,a,O
995,a,O
996,a,O
997,a,O
998,a,O
999,a,O
1000,a,O
1001,a,O
1002,a,O
1003,a,O
1004,a,O
1005,a,O
1006,a,O
1007,a,O
1008,a,O
1009,a,O
1010,A,O
1011,A,I-LOC
1012,a,O
1013,a,O
1014,a,O
1015,A,O
1016,a,O
1017,a,O
1018,a,O
1019,a,O
1020,a,O
1021,a,O
1022,a,O
1023,a,O
1024,â€˜Dâ€™,I-LOC
1025,â€“,O
1026,â€“,O
1027,â€“,O
1028,â€“,O
1029,â€“,O
1030,â€“,O
1031,â€“,O
1032,â€“,O
1033,â€“,O
1034,â€“,O
1035,â€“,O
1036,â€“,O
1037,â€“,O
1038,â€“,O
1039,â€“,O
1040,â€“,O
1041,â€“,O
1042,â€“,O
1043,â€“,O
1044,â€“,B-ROLE
1045,â€“,O
1046,â€“,O
1047,â€“,O
1048,â€“,O
1049,â€“,O
1050,â€“,O
1051,â€“,O
1052,â€“,O
1053,â€“,O
1054,â€“,O
1055,â€“,O
1056,â€“,O
1057,â€“Core,B-SKILL
1058,â€“Core,B-SKILL
1059,â€“Core,B-SKILL
1060,â€“Core,B-SKILL
1061,â€“core,O
1062,â€“core,O
1063,â€“Present,O
1064,â€¢,O
1065,â€¢,O
1066,â€¢,O
1067,â€¢,O
1068,â€¢,O
1069,â€¢,O
1070,â€¢,O
1071,â€¢,O
1072,â€¢,O
1073,â€¢,O
1074,â€¢,O
1075,â€¢,O
1076,â€¢,O
1077,â€¢,O
1078,â€¢,O
1079,â€¢,O
1080,â€¢,O
1081,â€¢,O
1082,â€¢,O
1083,â€¢,O
1084,â€¢,O
1085,â€¢,O
1086,â€¢,O
1087,â€¢,O
1088,â€¢,O
1089,â€¢,O
1090,â€¢,O
1091,â€¢,O
1092,â€¢,O
1093,â€¢,O
1094,â€¢,O
1095,â€¢,O
1096,â€¢,O
1097,â€¢,O
1098,â€¢,O
1099,â€¢,O
1100,â€¢,O
1101,â€¢,O
1102,â€¢,O
1103,â€¢,O
1104,â€¢,O
1105,â€¢,O
1106,â€¢,O
1107,â€¢,O
1108,â€¢,O
1109,â€¢,O
1110,â€¢,O
1111,â€¢,O
1112,â€¢,O
1113,â€¢,O
1114,â€¢Experience,O
1115,â€¢Experience,O
1116,â€¢Experience,O
1117,â€¢Implemented,O
1118,â€¢Implemented,O
1119,â€¢Interacting,O
1120,â€œAction,O
1121,â€œHomeland,O
1122,â€œKPMG,O
1123,â€œLTI,O
1124,â€œNttdata,B-ORG
1125,â€œPerformer,O
1126,â€œProblem,O
1127,Â·,O
1128,Â·,O
1129,Â·,O
1130,Â·,O
1131,Â·,O
1132,Â·,O
1133,Â·,O
1134,Â·,O
1135,Â·,O
1136,Â·,O
1137,Â·,O
1138,Â·,O
1139,Â·,O
1140,Â·,O
1141,Â·,O
1142,Â·,O
1143,Â·,O
1144,Â·,O
1145,Â·,O
1146,Â·,O
1147,Â·,O
1148,AAS,B-SKILL
1149,AASHISH,O
1150,AASHISH,B-PER
1151,aashishsinghal.2008@gmail.com,O
1152,Aastha,B-PER
1153,Aasthamalhotra1995@gmail.com,O
1154,aaustero514@gmail.com,O
1155,Abby,B-PER
1156,Abdul,B-PER
1157,Abdul,B-PER
1158,Abdul,B-PER
1159,abdulazeez125@gmail.com,O
1160,abdulmojebhadjiatie,O
1161,Abhinav,B-PER
1162,Abhishek,B-PER
1163,Abhisheksagar8689@gmail.com,O
1164,abilities,O
1165,abilities,O
1166,abilities,O
1167,abilities.,O
1168,ability,O
1169,ability,O
1170,ability,O
1171,ability,O
1172,Able,O
1173,about,O
1174,about,O
1175,about,O
1176,about,O
1177,above,O
1178,above,O
1179,above,O
1180,above,O
1181,above,O
1182,above,O
1183,above,O
1184,Academic,O
1185,Academic,O
1186,Academic,O
1187,Academic,O
1188,Academic,O
1189,ACADEMICS,O
1190,Acce,O
1191,Accenture,B-ORG
1192,Accenture,B-SKILL
1193,Accenture,B-ORG
1194,acceptable,O
1195,Acceptance,O
1196,Acceptance,O
1197,Acceptance,O
1198,Acceptance,O
1199,Acceptance,I-SKILL
1200,Access,I-SKILL
1201,Access,O
1202,Access,O
1203,access,O
1204,access,O
1205,access,O
1206,Access,O
1207,Access,O
1208,Access,O
1209,Access,O
1210,Access,I-SKILL
1211,Access,O
1212,Access,O
1213,Access,O
1214,Access,O
1215,Access,O
1216,Access,O
1217,Access,O
1218,access,O
1219,access,O
1220,access,O
1221,Access,O
1222,access,O
1223,access,O
1224,access,O
1225,access,O
1226,access,O
1227,access,O
1228,Access,O
1229,Access,O
1230,Access,O
1231,Access,O
1232,Access,O
1233,Access,O
1234,Access,O
1235,Access,O
1236,Access,O
1237,Access,O
1238,Access,O
1239,Access,O
1240,Access,O
1241,Access,O
1242,Access,I-SKILL
1243,Access,O
1244,Access,O
1245,access,O
1246,access,O
1247,Access,O
1248,Access,O
1249,access,O
1250,Access,O
1251,access,O
1252,access,O
1253,access,O
1254,access,O
1255,access,O
1256,Access,O
1257,Access,O
1258,Access,O
1259,access,O
1260,Access,O
1261,Access,O
1262,access,O
1263,access,O
1264,access,O
1265,Access,O
1266,access,O
1267,access,O
1268,Access,O
1269,Access,I-SKILL
1270,Access,I-SKILL
1271,Access,O
1272,Access,O
1273,Access,O
1274,Access,O
1275,Access,B-SKILL
1276,access,O
1277,Access,O
1278,Access,O
1279,access,O
1280,access,O
1281,Access,O
1282,access,O
1283,access,O
1284,access,O
1285,Access,O
1286,Access,O
1287,access,O
1288,Access,O
1289,Access,O
1290,access,O
1291,access,O
1292,access,O
1293,Access,O
1294,access,O
1295,Access,O
1296,Access,O
1297,Access,O
1298,Access,O
1299,Access,O
1300,Access,O
1301,Access,O
1302,Access,O
1303,access,O
1304,access,O
1305,access,O
1306,Access,O
1307,access,O
1308,access,O
1309,Access,O
1310,access,O
1311,access,O
1312,access,O
1313,Access,O
1314,Access,O
1315,access,O
1316,access,O
1317,access,O
1318,Access,O
1319,Access,O
1320,Access,O
1321,access,O
1322,access,O
1323,Access,O
1324,access,O
1325,access,O
1326,access,O
1327,Access,O
1328,access,O
1329,access,O
1330,access,O
1331,Access,O
1332,Access,O
1333,Access,O
1334,access,O
1335,access,O
1336,access,O
1337,access,O
1338,access,O
1339,Access,O
1340,access,O
1341,access,O
1342,access,O
1343,Access,I-ORG
1344,access,O
1345,access,O
1346,Access,O
1347,Access,O
1348,Access,O
1349,access,O
1350,Access,O
1351,Access,O
1352,Access,I-SKILL
1353,Access,O
1354,Access,O
1355,access,O
1356,Access,O
1357,access,O
1358,access,O
1359,Access,O
1360,Access,I-SKILL
1361,Access,O
1362,Access,O
1363,access,O
1364,access,O
1365,access,O
1366,Access),O
1367,Access.,O
1368,access.,O
1369,access.,O
1370,access.,O
1371,access.,O
1372,access.,O
1373,Access.,O
1374,Access.,O
1375,accesses,O
1376,accesses.,O
1377,accomplishing,O
1378,accordance,O
1379,according,O
1380,according,O
1381,according,O
1382,Account,O
1383,Account,O
1384,Account,O
1385,Account,O
1386,Account,O
1387,Account,O
1388,account,O
1389,Account,O
1390,Account,O
1391,account,O
1392,account,O
1393,account,O
1394,account,O
1395,Account,O
1396,account,O
1397,Account,O
1398,Account,O
1399,Account.,O
1400,account.,O
1401,Account/Entitlement,O
1402,accountability,O
1403,Accounting,O
1404,accounts,O
1405,accounts,O
1406,accounts,O
1407,Accounts,O
1408,Accounts,O
1409,accounts,O
1410,accounts,O
1411,accounts,O
1412,accounts,O
1413,Accounts,O
1414,accounts,O
1415,accounts,O
1416,accounts,O
1417,accounts,O
1418,accounts.,O
1419,accounts.,O
1420,accounts.,O
1421,accounts.,O
1422,accurately,O
1423,accurately,O
1424,achieve,O
1425,ACHIEVEMENTS,O
1426,ACHIEVEMENTS,O
1427,Achievements,O
1428,ACHIEVEMENTS,O
1429,Achievements:,O
1430,Achievements:,O
1431,Achievements:,O
1432,achieving,O
1433,acknowledge,O
1434,ACM,O
1435,across,O
1436,action,O
1437,action,O
1438,Action,O
1439,action,O
1440,action,O
1441,action,O
1442,actions,O
1443,actions,O
1444,actions,O
1445,actions,O
1446,actions,O
1447,activating,O
1448,Activating,O
1449,activation/deactivation,O
1450,Active,O
1451,Active,O
1452,Active,O
1453,Active,O
1454,Active,O
1455,Active,O
1456,Active,O
1457,Active,O
1458,Active,O
1459,Active,O
1460,Active,O
1461,Active,O
1462,Active,O
1463,Active,O
1464,Active,O
1465,Active,O
1466,Active,O
1467,Active,O
1468,Active,O
1469,Active,O
1470,Active,O
1471,Active,O
1472,Active,O
1473,Active,O
1474,Active,O
1475,Active,O
1476,Active,O
1477,Active,O
1478,ACTIVITES,O
1479,activities,O
1480,activities,O
1481,Activities,O
1482,activities,O
1483,Activities,O
1484,activities,O
1485,activities,O
1486,Activities.,O
1487,activity,O
1488,activity.,O
1489,actual,O
1490,AD,O
1491,AD,O
1492,AD,O
1493,AD,O
1494,AD,O
1495,AD,O
1496,AD,O
1497,AD,O
1498,AD.,O
1499,AD.,O
1500,AD/LDAP/JDBC,O
1501,ADAM,B-SKILL
1502,Adaptability,O
1503,adapter,O
1504,adapter,O
1505,adapter.,O
1506,Adapter.,O
1507,adapters,O
1508,adapters,O
1509,Adapters,O
1510,adapters,O
1511,adapters,O
1512,adapters.,O
1513,Add,O
1514,Add,O
1515,add,O
1516,add,O
1517,add,O
1518,add,O
1519,add,O
1520,add,O
1521,add,O
1522,added,O
1523,adding,O
1524,Adding,O
1525,adding,O
1526,additional,O
1527,address,O
1528,Address:,O
1529,Address:,O
1530,Address:,O
1531,Address:,O
1532,Addresses,O
1533,addressing,O
1534,Adept,O
1535,adhere,O
1536,adhered.,O
1537,adhered.,O
1538,adherence,O
1539,adherence,O
1540,Admin,O
1541,admin,O
1542,admin,O
1543,admin,O
1544,admin,O
1545,administering,O
1546,administering,O
1547,administering,O
1548,Administration,O
1549,Administration,O
1550,Administration,O
1551,Administration,O
1552,Administration,O
1553,administration,O
1554,Administration,O
1555,Administration,O
1556,Administration(Operations)and,O
1557,Administration),O
1558,Administration.,O
1559,Administrative,O
1560,administrative,O
1561,administrator,O
1562,admins,O
1563,admins,O
1564,Adobe,B-SKILL
1565,ADUC,O
1566,advance,O
1567,advance,O
1568,Advanced,O
1569,Advanced,O
1570,Advanced,O
1571,Advanced,B-ROLE
1572,Advanced,O
1573,advise,O
1574,Advisor,I-ROLE
1575,Advisor,O
1576,Advisor,O
1577,Advisory,B-ROLE
1578,Advisory,O
1579,Advisory,O
1580,Advisory,O
1581,after,O
1582,after,O
1583,after,O
1584,AFX,O
1585,AFX,B-SKILL
1586,agencies.,O
1587,agencies.,O
1588,agenda,O
1589,agenda,O
1590,agenda,O
1591,Aggregate,O
1592,aggregated,O
1593,aggregating,O
1594,aggregation,O
1595,aggregation,O
1596,Aggregation,O
1597,Aggregation,O
1598,Aggregation,O
1599,Aggregation,O
1600,Aggregation,O
1601,Aggregation,O
1602,Aggregation,O
1603,Aggregation/Refresh/Policy,O
1604,Agile,I-SKILL
1605,Agile,B-SKILL
1606,agile,O
1607,Agile,B-SKILL
1608,Agrasain,O
1609,agree,O
1610,agreement.,O
1611,AGS,O
1612,AHILYA,O
1613,Aided,O
1614,ailpoint.,O
1615,AJAPT0712B,O
1616,AJAX,I-SKILL
1617,Al,O
1618,al,O
1619,aligning,O
1620,All,O
1621,all,O
1622,all,O
1623,all,O
1624,all,O
1625,all,O
1626,all,O
1627,all,O
1628,all,O
1629,all,O
1630,all,O
1631,all,O
1632,all,O
1633,all,O
1634,all,O
1635,all,O
1636,all,O
1637,all,O
1638,all,O
1639,all,O
1640,all,O
1641,all,O
1642,all,O
1643,all,O
1644,all,O
1645,all,O
1646,all,O
1647,all,O
1648,all,O
1649,all,O
1650,all,O
1651,all,O
1652,all,O
1653,All,O
1654,All,O
1655,All,O
1656,all,O
1657,all,O
1658,all,O
1659,all,O
1660,all,O
1661,all,O
1662,all,O
1663,all,O
1664,all,O
1665,all,O
1666,Alleviate,B-ORG
1667,allocates,O
1668,allocation,O
1669,allow,O
1670,allowed,O
1671,allows,O
1672,Allstate,O
1673,Allstate,O
1674,alone,O
1675,along,O
1676,along,O
1677,along,O
1678,along,O
1679,also,O
1680,also,O
1681,also,O
1682,also,O
1683,also,O
1684,Also,O
1685,Also,O
1686,also,O
1687,also,O
1688,also,O
