Sentence #,Word,Tag
1,Â·,O
1,Wrote,O
1,custom,O
1,task,O
1,class.,O
1,Â·,O
1,Used,O
1,of,O
1,xml,B-SKILL
1,to,O
1,create,O
1,custom,O
1,task,O
1,definition,O
1,.,O
1,5,O
1,SailPoint,B-SKILL
1,Plugin,O
1,Zip,O
1,Plugin,O
1,can,O
1,be,O
1,a,O
1,power,O
1,ful,O
1,way,O
1,to,O
1,extend,O
1,functionality,O
1,to,O
1,perform,O
1,certain,O
1,actions,O
1,that,O
1,the,O
1,Out,O
1,Of,O
1,The,O
1,SailPoint,B-SKILL
1,Custom,O
1,Task,O
1,to,O
1,perform,O
1,any,O
1,action,O
1,in,O
1,SailPoint,B-SKILL
1,.,O
1,Role:,O
1,Â·,O
1,Wrote,O
1,Descriptor,O
1,task,O
1,class.,O
1,Â·,O
1,Used,O
1,of,O
1,maven,B-SKILL
1,to,O
1,create,O
1,Fat,O
1,or,O
1,single,O
1,single,O
1,Jar.,O
1,6,O
1,.,O
1,Just,O
1,In,O
1,Time,O
1,Access,O
1,(,O
1,JITA),B-SKILL
1,It,O
1,is,O
1,used,O
1,for,O
1,Temporary,O
1,Access.,O
1,If,O
1,new,O
1,user,O
1,or,O
1,Exiting,O
1,user,O
1,need,O
1,Access,O
1,for,O
1,some,O
1,Time,O
1,then,O
1,this,O
1,will,O
1,give,O
1,the,O
1,Acce,O
1,ss,O
1,with,O
1,Timebound.,O
1,Role:,O
1,Â·,O
1,Developed,O
1,Java,B-SKILL
1,based,O
1,JIT,O
1,Role,O
1,manager,O
1,(,O
1,CURD,O
1,operation,O
1,using,O
1,SailPoint,B-SKILL
1,API),O
1,Â·,O
1,Developed,O
1,Java,B-SKILL
1,based,O
1,JIT,B-SKILL
1,Entitlement,O
1,manager,O
1,(,O
1,CURD,O
1,operation,O
1,using,O
1,SailPoint,B-SKILL
1,API).,O
1,Vidya,O
1,Prakash,O
1,(+91),O
1,7.91E+09,O
1,vidya4031@gmail.com,O
1,Â·,O
1,Developed,O
1,JIT,O
1,Assignment,O
1,Manager,O
1,(For,O
1,Activating,O
1,Access),O
1,7,O
1,SailPoint,B-SKILL
1,Custom,O
1,Workflows,O
1,Create,O
1,a,O
1,custom,O
1,workflow,O
1,for,O
1,Native,O
1,change,O
1,detection,O
1,.,O
1,Role,O
1,Developed,O
1,java,B-SKILL
1,based,O
1,workflow,O
1,Rule,O
1,for,O
1,Custom,O
1,Workflow.,O
1,8,O
1,SailPoint,O
1,C,O
1,onfiguration,O
1,Configure,O
1,SailPoint,O
1,on,O
1,Local,O
1,and,O
1,Server,O
1,as,O
1,well.,O
1,Role,O
1,Configure,O
1,SailPoint,O
1,on,O
1,Local,O
1,or,O
1,Server,O
1,using,O
1,SSB.,O
1,9,O
1,SailPoint,O
1,Application,O
1,Onboarding,O
1,Onboard,O
1,Application,O
1,in,O
1,SailPoint,O
1,.,O
1,Role,O
1,Onboard,O
1,Application,O
1,and,O
1,Provisioning,O
1,pol,O
1,icy,O
1,of,O
1,Application,O
1,in,O
1,SailPoint,O
1,.,O
1,10,O
1,SailPoint,O
1,Rules,O
1,for,B-SKILL
1,IdentityIQ,I-SKILL
1,Create,O
1,Rule,O
1,for,B-SKILL
1,IdentityIQ.,I-SKILL
1,Role,O
1,Create,O
1,custom,O
1,business,O
1,logic,O
1,at,O
1,specific,O
1,points,O
1,within,O
1,the,O
1,execution,O
1,flow,O
1,of,O
1,the,O
1,product,O
1,.,O
1,11,O
1,SailPoint,O
1,Action,O
1,Performer,O
1,Create,O
1,Role,O
1,Account,O
1,and,O
1,Entitlement,O
1,in,O
1,SailPoint,B-SKILL
1,IIQ,I-SKILL
1,using,O
1,SailPoint,B-SKILL
1,API.,O
1,Role,O
1,Create,O
1,a,O
1,SailPoint,B-SKILL
1,Manager,O
1,using,O
1,SailPoint,B-SKILL
1,Java,B-SKILL
1,API,I-SKILL
1,Which,O
1,perform,O
1,create,O
1,update,O
1,and,O
1,delete,O
1,of,O
1,Role,O
1,Account,O
1,and,O
1,Entitlement,O
1,Profile,O
1,Java,B-SKILL
1,Developer,O
1,with,O
1,2,O
1,years,O
1,of,O
1,experience.,O
1,Experienced,O
1,Core,O
1,and,O
1,advance,O
1,Java,B-SKILL
1,Developer,O
1,with,O
1,comprehensive,O
1,mastery,O
1,of,O
1,all,O
1,Java,B-SKILL
1,packages.,I-SKILL
1,Expert,O
1,at,O
1,both,O
1,local,O
1,and,O
1,global,O
1,vendor,O
1,networks.,O
1,Able,O
1,to,O
1,work,O
1,independently,O
1,with,O
1,little,O
1,to,O
1,no,O
1,supervision,O
1,as,O
1,well,O
1,as,O
1,functioning,O
1,as,O
1,an,O
1,excell,O
1,ent,O
1,team,O
1,player.,O
1,Strengths,O
1,include,O
1,Java,B-SKILL
1,SailPoint,B-SKILL
1,Spring,B-SKILL
1,framework,I-SKILL
1,SQL,B-SKILL
1,Vidya,B-PER
1,Prakash,I-PER
1,(+91),O
1,7.91E+09,O
1,vidya4031@gmail.com,O
1,SVN,B-SKILL
1,LDAP,B-SKILL
1,JDBC,B-SKILL
1,Apache,B-SKILL
1,Maven,I-SKILL
1,Git,B-SKILL
1,Technical,O
1,Skills,O
1,Languages,O
1,Java,B-SKILL
1,EE,I-SKILL
1,Operating,O
1,Systems,O
1,Linux,B-SKILL
1,Windows,I-SKILL
1,OS,I-SKILL
1,Databases,O
1,Oracle,B-SKILL
1,Database,I-SKILL
1,11g,I-SKILL
1,12c,I-SKILL
1,MySQL,I-SKILL
1,Postgres,I-SKILL
1,MsSql,I-SKILL
1,Tools,O
1,Eclipse,B-SKILL
1,SVN,B-SKILL
1,Jira,B-SKILL
1,Apache,B-SKILL
1,Maven,I-SKILL
1,Apache,B-SKILL
1,tomcat,I-SKILL
1,Git,B-SKILL
1,Notepad++,B-SKILL
1,Education,O
1,MTech,O
1,(,O
1,IT),O
1,BIT,O
1,MesraRanchi,O
1,86%,O
1,2017,O
1,B.,O
1,Tech,O
1,(,O
1,CSE),O
1,BPUT,O
1,UniversityRouerkela,O
1,64.50%,O
1,2014,O
2,HSC,O
2,Vikas,O
2,Residential,O
2,SchoolRanchi,O
2,52.80%,O
2,2010,O
2,SSC,O
2,JAC,O
2,BoardRanchi,O
2,83%,O
2,2008,O
2,Personal,O
2,Information,O
2,Date,O
2,of,O
2,Birth,O
2,20,O
2,5,O
2,1993,O
2,Email,O
2,Id,O
2,vidya4031@gmail.com,O
2,Phone,O
2,No,O
2,(+91),O
2,7.91E+09,O
2,AASHISH,O
2,SINGHAL,O
2,Second,O
2,floorD1Acharya,O
2,NiketenMayur,O
2,Phase,O
2,1,O
2,Delhi.,O
2,Contact:,O
2,07827566063;,O
2,E-mail:aashishsinghal.2008@gmail.com,O
2,Professional,O
2,Experience:,O
2,Currently,O
2,working,O
2,as,O
2,an,O
2,Associate,B-ROLE
2,Manager,I-ROLE
2,(Technical,B-ROLE
2,Architect),I-ROLE
2,in,O
2,Accenture,B-ORG
2,India,I-ORG
2,Gurgaon,O
2,since,O
2,March,O
2,2017,O
2,having,O
2,10+,O
2,year,O
2,experience,O
2,in,O
2,development.,O
2,Current,O
2,position,O
2,as,O
2,Associate,B-ROLE
2,Manager,I-ROLE
2,(Technical,B-ROLE
2,Architect),I-ROLE
2,mange,O
2,the,O
2,all,O
2,technical,O
2,design,O
2,and,O
2,timeline,B-SKILL
2,estimations.,I-SKILL
2,I,O
2,have,O
2,exposer,O
2,in,O
2,project,O
2,requirement,O
2,handling,O
2,and,O
2,resource,O
2,management.,O
2,Good,O
2,Experience,O
2,in,O
2,IIQ,B-SKILL
2,development,I-SKILL
2,like,O
2,workflow,B-SKILL
2,Form,I-SKILL
2,SCIM,I-SKILL
2,API,I-SKILL
2,Certification,I-SKILL
2,Rule,I-SKILL
2,and,I-SKILL
2,application,I-SKILL
2,Onboarding.,I-SKILL
2,Good,O
2,experience,O
2,in,O
2,client,B-SKILL
2,handling,I-SKILL
2,and,O
2,requirement,B-SKILL
2,gathering.,I-SKILL
2,Exposer,O
2,to,O
2,SDLC,B-SKILL
2,along,O
2,with,O
2,client,B-SKILL
2,liaison,I-SKILL
2,architecture,I-SKILL
2,designs,I-SKILL
2,and,O
2,consulting,B-SKILL
2,collection,O
2,of,O
2,business,B-SKILL
2,requirements,I-SKILL
2,Cost,B-SKILL
2,estimation,I-SKILL
2,technical,O
2,details,O
2,design,O
2,document,O
2,performance,B-SKILL
2,analysis,I-SKILL
2,deployment,B-SKILL
2,production.,B-SKILL
2,Good,O
2,Experience,O
2,in,O
2,java-,B-SKILL
2,Java,B-SKILL
2,(Collection,B-SKILL
2,Multi-Threading,B-SKILL
2,JSP,B-SKILL
2,Servlet),B-SKILL
2,and,O
2,Hibernate,B-SKILL
2,3.x.,O
2,3+,O
2,year,O
2,java,B-SKILL
2,spring,B-SKILL
2,MVC,I-SKILL
2,development,O
2,experience,O
2,Also,O
2,Knowledge,O
2,in,O
2,spring,B-SKILL
2,(IOC,B-SKILL
2,and,O
2,MVC),B-SKILL
2,and,O
2,webservices.,B-SKILL
2,Good,O
2,R&D,B-SKILL
2,Skills,O
2,Good,O
2,Experience,O
2,in,O
2,different,O
2,IAM,B-SKILL
2,tool-,O
2,7+,O
2,years,O
2,IAM,B-SKILL
2,experience.,O
2,I,O
2,have,O
2,completed,O
2,5+,O
2,project,O
2,in,O
2,Sailpoint,B-SKILL
2,IIQ,I-SKILL
2,1,O
2,project,O
2,in,O
2,IdentityNow,B-SKILL
2,1,O
2,Sun,O
2,IDM,O
2,and,O
2,POC,O
2,on,O
2,Saviynt,B-SKILL
2,and,O
2,around,O
2,2,O
2,month,O
2,worked,O
2,on,O
2,Saviynt,B-SKILL
2,project.,O
2,Also,O
2,Knowledge,O
2,of,O
2,Access,B-SKILL
2,Management,I-SKILL
2,like,O
2,Forgerock,B-SKILL
2,access,O
2,manager.,O
2,Reporting,O
2,daily/weekly,O
2,status,O
2,issues,O
2,and,O
2,risks,O
2,to,O
2,project,O
2,management,O
2,team.,O
2,Understanding,O
2,businessâ€™s,O
2,requirements,O
2,and,O
2,mapping,O
2,them,O
2,to,O
2,Statement,O
2,of,O
2,Work,O
2,(SOW).,O
2,Delivering,O
2,and,O
2,implementing,O
2,project,O
2,as,O
2,scheduled.,O
2,Verifying,O
2,CR,O
2,(Change,O
2,Request),O
2,and,O
2,bug,O
2,(Defects).,O
2,Experienced,O
2,in,O
2,build,O
2,and,O
2,release,O
2,management,O
2,on,O
2,SVN,B-SKILL
2,CVSGIT.,I-SKILL
2,Technical,O
2,Skills:,O
2,Emerging,O
2,Technologies:,B-SKILL
2,Block,I-SKILL
2,Chain(POC),I-SKILL
2,Google,B-SKILL
2,Cloud(POC),I-SKILL
2,Security,O
2,Solutions,O
2,:,O
2,SailPoint,B-SKILL
2,IIQ,I-SKILL
2,6.26.3,O
2,and,O
2,6.477.17.27.38,O
2,IdentityNow,O
2,Saviynt,B-SKILL
2,IDM,O
2,POCand,O
2,Sun,O
2,IDM,O
2,Directory,O
2,Servers,O
2,:,O
2,Microsoft,B-SKILL
2,Azure,I-SKILL
2,Directory,O
2,Microsoft,B-SKILL
2,Active,I-SKILL
2,Directory,I-SKILL
2,Programing,O
2,Languages,O
2,:,O
2,Core,B-SKILL
2,Java,I-SKILL
2,J2EE,B-SKILL
2,JSPPHP,B-SKILL
2,Scripting,O
2,:,O
2,JQuery,B-SKILL
2,JavaScript,I-SKILL
2,AJAX,I-SKILL
2,HTML,I-SKILL
2,CSS,I-SKILL
2,Basic,I-SKILL
2,idea,I-SKILL
2,Angular,I-SKILL
2,Frameworks,O
2,:,O
2,Spring,B-SKILL
2,MVC,I-SKILL
2,IOC,I-SKILL
2,3,I-SKILL
2,Hibernate,I-SKILL
2,SCIM,I-SKILL
2,Rest,I-SKILL
2,API,I-SKILL
2,Web,O
2,Server,O
2,:,O
2,Apache,B-SKILL
2,Tomcat,I-SKILL
2,JBoss,B-SKILL
2,Operating,O
2,System,O
2,:,O
2,Windows,B-SKILL
2,XP/,I-SKILL
2,710,I-SKILL
2,Windows,I-SKILL
2,Server,I-SKILL
2,Ubuntu,I-SKILL
2,Linux,I-SKILL
2,Databases,O
2,:,O
2,Oracle,B-SKILL
2,MySQL,B-SKILL
2,SQL,B-SKILL
2,Server,O
2,IDE,O
2,&,O
2,Build,O
2,Tools,O
2,:,O
2,Eclipse,B-SKILL
2,Net,B-SKILL
2,Beans,I-SKILL
2,Apache,B-SKILL
2,ANT,I-SKILL
2,Maven,B-SKILL
2,Projects,O
2,Details,O
2,Next,O
2,Gen,O
2,Access,O
2,Management,O
2,Technology,O
2,Used,O
2,â€“Core,B-SKILL
2,javaJsp,I-SKILL
2,ServletJ2EEMVC,I-SKILL
2,Spring,I-SKILL
2,3,I-SKILL
2,Hibernate,I-SKILL
2,SailPoint,I-SKILL
2,7.2,I-SKILL
2,IIQ,I-SKILL
2,IIQ,I-SKILL
2,SCIM,I-SKILL
2,api,I-SKILL
2,with,I-SKILL
2,oracle,I-SKILL
2,DB,I-SKILL
2,Domain-Health,O
2,Care,O
2,Client-US,O
2,Based,O
2,Responsibilities:,O
2,JDBC,B-SKILL
2,Active,O
2,directory,O
2,Flat,O
2,file,O
2,application,O
2,onboarding.,O
2,LCM,O
2,configuration,O
2,Application,O
2,account,O
2,only,O
2,request,O
2,Birthright,O
2,provisioning,O
2,using,O
2,joiner,O
2,and,O
2,lever,O
2,event.,O
2,Custom,O
2,task,O
2,refresh,O
2,identity,O
2,cube.,O
2,Writing,O
2,module,B-SKILL
2,analysis,I-SKILL
2,develop,O
2,backend,B-SKILL
2,java,B-SKILL
2,process.,O
2,Handle,O
2,web,O
2,request,O
2,set,O
2,data,O
2,in,O
2,task,O
2,report,O
2,generation,O
2,using,O
2,java,B-SKILL
2,and,O
2,JSON,B-SKILL
2,objects.,O
2,Pick,O
2,and,O
2,update,O
2,data,O
2,from,O
2,different,O
2,application,O
2,using,O
2,multithreading.,O
2,Write,O
2,provisioning,O
2,rule,O
2,exclusion,O
2,rule,O
2,identity,O
2,trigger,O
2,rule.,O
2,Create,O
2,provisioning,O
2,policy,O
2,and,O
2,customization,O
2,of,O
2,orphaned,O
2,account.,O
2,Create,O
2,quick,O
2,link,O
2,Form,O
2,and,O
2,birthright,O
2,provision,O
2,using,O
2,workflow.,O
2,Batch,O
2,request,O
2,provisioning.,O
2,Certificate,O
2,exclusion,O
2,rules.,O
2,HTS,O
2,IIQ,B-SKILL
2,Technology,O
2,Used,O
2,â€“Core,B-SKILL
2,javaJsp,I-SKILL
2,ServletJ2EEMVC,I-SKILL
2,Spring,I-SKILL
2,3,I-SKILL
2,Hibernate,I-SKILL
2,SailPoint,I-SKILL
2,7,I-SKILL
2,IIQ,I-SKILL
2,with,I-SKILL
2,oracle,I-SKILL
2,11g,I-SKILL
2,Db,I-SKILL
2,Domain-Health,O
2,Care,O
2,Client-US,O
2,Based,O
2,Responsibilities:,O
2,Migrate,B-SKILL
2,JDBC,I-SKILL
2,Active,O
2,directory,O
2,Flat,O
2,file,O
2,application.,O
2,LCM,O
2,configuration,O
2,Application,O
2,account,O
2,only,O
2,request,O
2,Birthright,O
2,provisioning,O
2,using,O
2,joiner,O
2,and,O
2,lever,O
2,event.,O
2,Custom,O
2,task,O
2,refresh,O
2,identity,O
2,cube.,O
2,Writing,O
2,module,O
2,analysis,O
2,develop,O
2,backend,O
2,java,O
2,process.,O
2,Handle,O
2,web,O
2,request,O
2,set,O
2,data,O
2,in,O
2,task,O
2,report,O
2,generation,O
2,using,B-SKILL
2,java,I-SKILL
2,and,I-SKILL
2,JSON,I-SKILL
2,objects.,O
2,Pick,O
2,and,O
2,update,O
2,data,O
2,from,O
2,different,O
2,application,O
2,using,O
2,multithreading,O
2,.Analysis,O
2,existing,O
2,scenario,O
2,from,O
2,SUN,O
2,IDM,O
2,and,O
2,develop,O
2,it,O
2,in,O
2,Sailpoint,B-SKILL
2,IIQ,I-SKILL
2,using,O
2,Rule,O
2,Task,O
2,and,O
2,Business,O
2,Process,O
2,Entitlements,O
2,Identity,O
2,migration,O
2,Birth,O
2,right,O
2,provisioning,O
2,etc,O
2,and,O
2,install,O
2,software,O
2,account,O
2,aggregation,O
2,configuration,O
2,task,O
2,creation,O
2,provisioning,O
2,policy.,O
2,Access,O
2,Automation,O
2,IIQ,B-SKILL
2,Technology,O
2,Used,O
2,â€“Core,B-SKILL
2,javaJspJ2EEMVC,I-SKILL
2,Spring,I-SKILL
2,3,I-SKILL
2,Hibernate,I-SKILL
2,SailPoint,I-SKILL
2,IIQ,I-SKILL
2,6.3,I-SKILL
2,with,I-SKILL
2,oracle,I-SKILL
2,11g,I-SKILL
2,Db,I-SKILL
2,Domain-Identity,B-SKILL
2,Access,I-SKILL
2,Management,I-SKILL
2,Client-US,O
2,Based,O
2,Responsibilities:,O
2,Update,O
2,rule,O
2,as,O
2,per,O
2,requirement,O
2,of,O
2,JDBC,B-SKILL
2,Active,O
2,directory,O
2,Flat,O
2,file,O
2,application.,O
2,LCM,O
2,configuration,O
2,Application,O
2,account,O
2,only,O
2,request,O
2,and,O
2,Custom,O
2,task,O
2,set,O
2,up.,O
2,Enhance,O
2,module,O
2,and,O
2,bug,O
2,fixing,O
2,and,O
2,analysis,O
2,develop,O
2,backend,O
2,java,B-SKILL
2,process,O
2,that,O
2,written,O
2,in,O
2,rules.,O
2,Rule,O
2,Task,O
2,and,O
2,Business,O
2,Process,O
2,Entitlements,O
2,Identity,O
2,migration,O
2,Birth,O
2,right,O
2,provisioning,O
2,etc,O
2,bug,O
2,fixing,O
2,account,O
2,aggregation,O
2,configurationtask,O
2,creation,O
2,provisioning,O
2,policy.,O
2,Involve,O
2,in,O
2,client,O
2,meeting,O
2,and,O
2,requirement,O
2,gathering,O
2,and,O
2,value,O
2,add,O
2,part.,O
2,My,O
2,Resource,O
2,Management,O
2,Client-,O
2,US,O
2,Based,O
2,Domain-Health,O
2,Care,O
2,Technology,O
2,Used,O
2,â€“Core,B-SKILL
2,Java,I-SKILL
2,Jsp,I-SKILL
2,ServletJ2EEMVC,I-SKILL
2,Spring,I-SKILL
2,3,I-SKILL
2,HibernateREST,I-SKILL
2,WebServiceSun,I-SKILL
2,IDMLDAPAD,I-SKILL
2,with,I-SKILL
2,oracle,I-SKILL
2,10g,I-SKILL
2,Db,I-SKILL
2,Responsibilities:,O
2,GUI,O
2,for,O
2,My,O
2,Resource,O
2,IDM,O
2,workflows,O
2,creation,O
2,and,O
2,updates,O
2,enhancement,O
2,of,O
2,modules,O
2,new,O
2,Module,O
2,Developments,O
2,and,O
2,also,O
2,back,O
2,hand,O
2,handling.,O
2,Unit,O
2,testing,O
2,Maintenance,O
2,of,O
2,the,O
2,project.,O
2,Description:,O
2,My,O
2,Resource,O
2,is,O
2,like,O
2,a,O
2,web,O
2,Application,O
2,that,O
2,provide,O
2,to,O
2,functionality,O
2,of,O
2,Employee,O
2,onboarding,O
2,or,O
2,deboarding,O
2,of,O
2,in,O
2,healthcare,O
2,business,O
2,of,O
2,the,O
2,client.,O
2,It,O
2,maintains,O
2,data,O
2,of,O
2,employee,O
2,as,O
2,well,O
2,as,O
2,resource,O
2,and,O
2,privileges,O
2,of,O
2,employee,O
2,and,O
2,handle,O
2,a,O
2,process,O
2,if,O
2,employee,O
2,request,O
2,of,O
2,any,O
2,new,O
2,resource.,O
2,Two,O
2,type,O
2,of,O
2,login,O
2,User,O
2,login,O
2,and,O
2,admin,O
2,login,O
2,.user,O
2,login,O
2,use,O
2,only,O
2,show,O
2,to,O
2,information,O
2,of,O
2,product,O
2,and,O
2,admin,O
2,user,O
2,have,O
2,the,O
2,permission,O
2,of,O
2,add,O
2,new,O
2,user,O
2,and,O
2,add,O
2,new,O
2,product.,O
2,Change,O
2,the,O
2,permission,O
2,of,O
2,any,O
2,user,O
2,by,O
2,IDM.,O
2,5,O
2,Business,B-ROLE
2,Manager,I-ROLE
2,Technology,O
2,Used,O
2,â€“core,B-SKILL
2,java,I-SKILL
2,jsp,I-SKILL
2,servletj2EEMVC,I-SKILL
2,SPRING,I-SKILL
2,3Multithreading,I-SKILL
2,with,I-SKILL
2,oracle,I-SKILL
2,10g,I-SKILL
2,Db,I-SKILL
2,Responsibilities:,O
2,GUI,O
2,for,O
2,Business,O
2,Manager,O
2,and,O
2,also,O
2,back,O
2,hand,O
2,handling,O
2,for,O
2,input,O
2,data,O
2,providing,O
2,support,O
2,Test,O
2,and,O
2,Development,O
2,Environment,O
2,Maintenance,O
2,of,O
2,the,O
2,project.,O
2,Description:,O
2,Business,O
2,Manager,O
2,is,O
2,like,O
2,a,O
2,web,O
2,Application,O
2,that,O
2,provide,O
2,to,O
2,management,O
2,and,O
2,billing,O
2,system,O
2,for,O
2,different,O
2,type,O
2,Department,O
2,.Every,O
2,Department,O
2,Head,O
2,who,O
2,what,O
2,to,O
2,use,O
2,this,O
2,app,O
2,have,O
2,own,O
2,login,O
2,and,O
2,a,O
2,web,O
2,page,O
2,.when,O
2,web,O
2,page,O
2,two,O
2,type,O
2,of,O
2,login,O
2,show,O
2,.user,O
2,login,O
2,and,O
2,admin,O
2,login,O
2,.user,O
2,login,O
2,use,O
2,only,O
2,show,O
2,to,O
2,information,O
2,of,O
2,product,O
2,and,O
2,admin,O
2,user,O
2,have,O
2,the,O
2,permission,O
2,of,O
2,the,O
2,add,O
2,new,O
2,user,O
2,and,O
2,add,O
2,new,O
2,product,O
